ids,Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address,Avg Area Comfort
732,64074.96149,5.432982248,?,,40211.10647,"$1,152,269.43 ","Unit 6626 Box 7561
DPO AP 16790",
733,77324.39733,4.738891648,6.842773256,2.4,32839.90146,Rs14553.060801763075,"3269 Sherri Corner
New Jonathan, MS 39820-0357",
734,76870.35628,5.359763922,5.892953879,4.32,25655.86712,"$1,039,915.34 ","60046 Destiny Port Suite 618
North Nataliehaven, WV 64258",
735,55897.31438,3.995153644,?,,31094.11082,Rs7543.104233870447,"79244 Lee View Suite 312
Wendyton, MO 11893-3330",
736,87765.52423,5.406981272,8.244632763,6.41,39910.33971,"$1,739,628.38 ","168 Phillips Row
New Emily, CO 16308-7553",
737,78331.93253,5.892961875,8.489496905,3.27,31032.85907,Rs19228.383092196975,"3350 Morris Road Suite 424
Maymouth, DC 48494",
738,74569.85807,3.744902467,?,,39183.9578,"$1,004,124.91 ","8850 April Lock Suite 431
North Janet, AR 53662-0663",
739,87314.63582,5.070005756,6.684680096,2.18,25224.64592,Rs15248.28480342381,"639 Christopher Squares Suite 686
Reneetown, GA 47710",
740,78019.85596,4.618789366,6.180845251,2.25,36689.234,"$1,060,241.20 ","234 Mary Vista
Port Jenniferhaven, AS 50660-3651",
741,64432.61434,6.954520829,?,,50851.06038,Rs20652.838509565092,"3133 Stacey Mountains Suite 240
East Kayla, AK 86549-5044",
742,74332.85047,5.284318166,7.518827433,6.35,30212.43884,"$1,056,984.18 ","7004 Monica Locks Apt. 668
Brownmouth, PR 36675",
743,74664.33664,7.796604331,6.412060235,3.25,23817.9026,Rs19298.043517428217,"4241 Reed Keys Apt. 890
Snyderburgh, MI 24927",
744,73406.21728,5.531907671,?,,38073.5192,"$1,251,566.48 ","2758 Harris Canyon Apt. 514
Bakerburgh, PA 60893",
745,58464.30507,4.964391034,7.410521157,3.26,25157.45429,Rs10026.256156542884,"024 Caleb Parkways
East Matthewborough, LA 94636",
746,61600.92573,4.913081801,6.508818009,2.38,37457.80723,"$764,955.50 ","5274 Brown Ridge Apt. 421
East Robintown, DE 26378-8119",
747,75155.18265,5.825465356,?,,51562.59493,Rs20532.785746422815,"1157 Jasmine Grove Apt. 934
East Craigside, AZ 99194-1973",
748,67828.91266,5.616237027,6.251224246,2.32,27127.62794,"$962,747.16 ","39341 Wise Ports
Lake Laura, KY 62351-5064",
749,50144.73988,6.121600252,7.647020069,3.24,43233.325,Rs18051.39303360745,"781 Townsend Mountains Suite 207
Joneston, NY 22169-4842",
750,86557.25246,5.016626686,?,,42757.44428,"$1,850,525.57 ","5442 Mcdaniel Hill
South Joe, TN 50468-3763",0.262147063
751,87733.86256,5.662564675,6.409772532,3.15,43943.47926,Rs23712.155531076613,"3034 Sarah Stream
West Patricia, CT 37525",
752,65846.40694,7.315088749,8.235833085,3.29,22355.22119,"$1,369,006.11 ","939 Atkinson Vista Suite 208
Kennethton, GU 36352-1328",
753,45551.40297,6.91702898,?,,49839.32178,Rs15973.001139603208,"27317 Lloyd Radial Apt. 985
South Kevinview, NJ 72757-4701",
754,89946.9002,6.601665974,8.29257598,4.17,40502.7397,"$1,930,143.83 ","03913 Brian Skyway Suite 719
East Michaelfort, FL 88693-1834",
755,72792.67074,7.835039543,6.876103638,2.4,34104.36601,Rs19759.282587686652,"8339 Claudia Port
Brianberg, LA 70084",
756,68709.10049,5.99444191,?,,31659.70025,"$1,347,578.53 ","900 Eileen Prairie Suite 346
South Melissa, WV 86173-2956",
757,87506.73197,5.430800355,4.947302123,3.13,32699.65258,Rs18115.28995015197,"20330 Kendra Throughway Apt. 798
South Timothyville, OH 90558-4977",
758,62862.48802,4.606130739,6.724241154,3.37,37254.69839,"$931,768.05 ","4468 Haley Meadow Suite 401
Amandamouth, LA 51503-8671",
759,59054.13026,5.350416528,?,,51384.43323,Rs16079.506599377959,"6879 Rogers Squares
Port Christine, PR 15758-2368",
760,45978.39092,5.215220595,8.425840675,3.02,36062.78846,"$792,146.08 ","497 Olson Rue
Port Scottbury, MD 24573",
761,80281.41683,6.213365521,8.32510576,5.27,45424.22353,Rs21582.27845874279,"363 Meyers Island
Lake Iantown, MP 83262-3375",
762,65908.73975,5.296992962,?,,24080.58935,"$864,446.79 ","907 Maria Branch
Jamesport, VT 98208-9060",
763,55930.14482,5.538518713,6.586596188,3.09,24898.73888,Rs8835.071252535843,"559 Megan Summit Suite 325
Obrienmouth, OR 18396",
764,77587.94723,6.13879433,6.819864844,4.37,37280.44201,"$1,485,145.66 ","2326 Amy Plains Suite 061
Dawnfurt, SD 64522-9268",
765,62636.8301,5.863607067,?,,51456.29763,Rs13963.026224235546,"84212 Christopher Knoll Suite 747
Codymouth, ID 33963-6108",
766,76142.11983,4.050263913,8.53440979,4,41931.4683,"$1,392,793.81 ","96599 Santos Causeway Apt. 231
Port Paula, MA 16824",
767,63524.21761,6.295071682,4.811622635,4.31,48123.70594,Rs12581.001742607761,"136 Brown Mills Apt. 509
Fletcherfort, IL 45521",
768,85673.3062,6.592507214,?,,33110.5602,"$1,793,398.72 ","59400 Theresa Well Suite 331
South Sandraland, MN 59076",
769,49268.37307,6.269166301,8.091053212,6.44,41349.04041,Rs11750.30822402017,"USNV Hall
FPO AP 47103-2429",
770,87978.41434,8.157806215,7.657627412,5.11,39586.43071,"$2,138,713.94 ","926 Rose Rapids Suite 479
South Jacob, AL 52129",
771,78785.27727,6.60606667,?,,33603.48416,Rs20544.93162665976,"99061 Justin Mission Suite 452
Johnhaven, OR 27004-7494",
772,79271.90498,8.369497314,6.559628742,3.5,28904.21789,"$1,707,650.44 ","2627 Ford Spurs Suite 995
Christopherton, KY 30003-0171",
773,62755.45277,6.109440991,6.79627685,3.07,41525.3777,Rs13676.06845759657,"713 Jason Plaza Apt. 927
Coreymouth, MA 50325",
774,81944.65491,6.065352411,?,,34262.32384,"$1,541,186.25 ","6975 Gabrielle Shores
Lake Kelseyland, CO 77085-1324",
775,67384.00037,7.224280911,7.809918772,6.43,48918.05536,Rs25737.925985450038,"9380 Kimberly Mission Apt. 786
Buckmouth, PW 12882-2996",0.864385995
776,67282.57297,5.997033358,7.746836473,4.44,42768.9123,"$1,481,146.95 ","9131 Cline Prairie Suite 607
West Trevor, ND 38795-2007",
777,57869.98449,5.13588336,?,,44474.70188,Rs14663.00377212619,"05589 Aaron Prairie
Bakerbury, MP 64630-4394",
778,64967.78483,7.054468389,7.316483227,3.26,28164.22161,"$1,190,867.44 ","917 Black Prairie
West Elizabeth, OH 04452",
779,69700.74131,6.570369194,5.335758659,4.37,21934.89864,Rs14270.917531945752,"8649 Elizabeth Hill
Port Erin, WY 52957-5435",
780,74490.63924,5.408652545,?,,35563.45613,"$1,358,213.91 ","238 Julie Parks
Christopherton, NH 95146",
781,54827.03231,7.042026516,7.844325517,6.01,45027.11401,Rs15983.006495265356,"59647 Matthew Harbors
Sheilashire, OK 81154-7934",
782,74369.6686,6.840974542,8.225972138,3.27,45991.85697,"$1,774,715.48 ","PSC 9368, Box 6505
APO AA 78606",
783,81357.86976,6.09113683,?,,51019.21242,Rs20518.71990060188,"0052 Murphy Motorway
New Maria, TN 69580-8439",
784,73185.62021,5.814261735,6.967134875,4.5,54680.64442,"$1,462,360.60 ","Unit 1448 Box 4395
DPO AA 25685",
785,53526.93343,4.581133357,6.426074813,3.1,51611.11364,Rs12710.158882697222,"64535 Billy Mountain
Moseston, TN 48447-9761",
786,64736.28408,6.863400475,?,,47717.13619,"$1,427,108.50 ","7956 Cassandra Union
Lake Ann, OR 51456",
787,68488.61746,4.742984602,7.445724233,4.03,28298.49476,Rs10261.02484879647,"08119 Regina Hollow
Ianport, SC 23292-5020",
788,49424.26712,7.05347343,5.110956386,2.27,18656.64243,"$668,255.48 ","02795 Wendy Point
West Shannon, DE 72326-4625",
789,62032.95947,5.235210947,?,,25267.10761,Rs10677.45508914845,"1728 Erickson Ferry Apt. 348
Johnborough, WY 10598-1489",
790,64506.79006,6.384603897,7.5514293,6.07,41521.43993,"$1,427,202.28 ","57349 Paul Wall
Port Kelly, MD 28873-9792",
791,51178.14802,6.591952428,6.988851757,3.1,31822.06604,Rs10447.551038971897,"74931 Rogers Wall
Julianfurt, IN 78140",
792,64290.20571,3.648545707,?,,54157.29516,"$949,072.25 ","519 Avila Road
Jamesbury, SC 76217-0455",
793,61482.24479,7.090474728,8.101403538,3.06,50245.27162,Rs22581.224471701564,"53979 Derek Road
Carrieville, DC 45078-8600",
794,70130.56063,8.195316829,9.570048159,4.07,26794.25502,"$1,675,557.27 ","72654 Jason Plaza
South Crystalburgh, MS 24864",
795,84923.39536,7.203931668,?,,43231.6173,Rs25911.463567214756,"995 Carter Haven
North Raymondchester, PA 75389",
796,63233.73313,4.920192289,6.528068683,2.37,49272.461,"$1,106,261.27 ","05706 Ochoa Points Suite 263
North Craig, MH 98488-6772",
797,53776.63203,6.765543807,5.945896722,4.24,29324.00264,Rs13050.225518214656,"75906 Marissa Ville Apt. 047
Robinsonside, MN 51149",
798,67125.14983,4.96994317,?,,22651.11135,"$997,827.25 ","3703 Mark Stravenue
Jenniferland, VT 47784",
799,66007.93861,6.353734757,5.185860953,4.02,45399.55912,Rs14162.750945921916,"9606 Sanford Villages Apt. 846
Piercestad, CT 72842-3325",
800,64838.4929,6.437157062,8.699543873,4.02,32921.01007,"$1,382,172.29 ","Unit 2193 Box 7909
DPO AA 47323-2101",0.192747117
801,83889.43598,6.531948057,?,,17957.86337,Rs17089.88217840628,"4641 Romero Branch
Port Adam, OH 48769",
802,78846.27009,6.723852343,7.647121762,6.1,41261.18878,"$1,592,664.70 ","89757 Mcfarland Cove
South Ronaldport, LA 62288-5973",
803,72556.20088,5.382984046,7.245610106,6.42,31487.03672,Rs16634.102602586605,"796 William Skyway Apt. 402
West Tyrone, VI 81186-6677",
804,62069.76279,5.535626528,?,,27098.84396,"$779,207.55 ","47492 Phillips Trail Apt. 262
Mariohaven, MH 00956",
805,88697.61952,4.735162617,6.602560307,3.48,29935.90416,Rs16303.478107289691,"649 Brandon Ways
New Jennifer, GA 81262",
806,57216.21282,6.855447634,8.234530691,6.32,35046.01314,"$1,380,715.32 ","773 Zachary Turnpike
South Vanessamouth, NJ 83757",
807,53712.14081,4.229270472,?,,31913.69653,Rs9398.455391538308,"151 Luna Landing
Brandtmouth, RI 02975",
808,77330.79471,5.93523864,5.78641233,3.45,49571.1057,"$1,530,480.69 ","26425 Tasha Trace Suite 683
North Kristinbury, UT 69027",
809,66556.38765,6.321891117,8.369451056,4.21,45325.65586,Rs23738.872510546855,"7287 Mullen Burg Apt. 284
Housetown, VA 71506-7091",
810,74864.37031,6.337004614,?,,46250.65372,"$1,709,667.19 ","19834 Rodriguez Lights Suite 480
Parkchester, MS 20288-6598",
811,62561.56095,4.727889358,7.928356117,3.23,37446.16768,Rs11367.541691474908,"993 Lowery Villages Suite 537
Warnerhaven, MD 10412",
812,77821.62437,5.259911725,6.660626274,2.36,33932.54516,"$1,185,310.27 ","58847 Mccormick Isle Apt. 081
North Patrickborough, NJ 31166-7988",
813,79579.993,5.805388791,?,,43214.76502,Rs23934.573786785917,"USNV Walker
FPO AE 81668-3821",
814,69923.34867,4.095953719,5.932069891,4.49,45202.13987,"$956,241.99 ","65132 Sharon Manors
Maynardmouth, MI 60210-9659",
815,63879.68073,4.877193259,7.117112139,4.39,56266.97406,Rs16326.060632347142,"85285 Kayla Walks
Garnerberg, MA 84386",
816,59154.68474,4.486941357,?,,26567.50608,"$552,279.21 ","0880 Torres Views
Lake Seanside, ND 47671",
817,52835.26226,7.741143614,7.520857506,5.28,34537.001,Rs15818.095720595535,"1813 Shawn Canyon Apt. 761
East Kennethfurt, LA 37064-8900",
818,63750.37363,7.378244345,8.791163731,3.4,47248.05759,"$1,582,261.70 ","079 Cruz Walks
Gregoryfurt, IL 39580",
819,81741.63202,5.488727065,?,,29755.50821,Rs19707.042319902117,"508 Watson Motorway
Kirbychester, NJ 76201-4719",
820,77594.60276,6.547168411,7.015781826,5.35,24293.63308,"$1,386,306.10 ","878 Shawn Ford Suite 912
Aaronburgh, NC 90513-9301",
821,79843.14633,5.775992038,7.304337593,3.24,42452.94119,Rs18997.153446835833,"006 Benson Camp Suite 290
Lake Tracy, AL 36317-8259",
822,77081.68075,3.644175062,?,,40080.43542,"$1,206,937.32 ","72956 Jessica Stravenue
Bethanyshire, CT 67149-6278",
823,70713.64043,4.817919945,7.773536289,5.22,29436.45405,Rs16123.833806627013,"809 Harrington Forges
Smithstad, PW 59127",
824,63797.99896,5.750618205,6.860745166,2.38,26626.53416,"$1,029,869.76 ","2765 Smith Mission
Baldwinton, LA 68900",
825,45914.01122,4.897860862,?,,26309.23832,Rs4006.187982436431,"7976 Richard Plains Apt. 958
Lake Abigail, IN 02827-4222",0.399022877
826,88190.46896,5.149776773,6.769516686,2.1,25177.48795,"$1,294,278.12 ","002 Katherine Flat
Hartmanland, AZ 37973-3049",
827,72010.79507,5.648822124,8.100920819,6.43,16376.64122,Rs16690.095906839713,"456 Nicole Canyon
New Valerieside, CA 37155",
828,52420.52553,7.326976844,?,,39766.41957,"$1,128,403.37 ","35923 Melody Union
Huffmanville, AK 21375",
829,74748.15451,5.429629503,7.424722959,5.43,36071.7552,Rs18182.254252204202,"467 Emily Rapids
New Bradleyside, MI 74897",
830,80913.46083,5.562565511,7.143813449,6.25,30034.33954,"$1,177,744.97 ","642 Ashley Burg
Jennifershire, KY 79760-6173",
831,59480.04567,5.205825325,?,,43703.77758,Rs13070.320932184814,"99990 Miller Way
Russellberg, MN 31202",
832,80951.28339,5.450699153,6.323822116,4.14,38990.80712,"$1,524,115.89 ","3027 Pamela Trail Suite 457
South Veronica, NC 79350",
833,63856.3085,7.456390109,6.844399336,3.41,31114.8974,Rs17492.0337897293,"9912 Smith Roads Apt. 591
Lake Stacey, AR 95418-6029",
834,74727.88857,5.793124435,?,,27639.05883,"$1,119,992.62 ","68583 Allen Centers
North Masonhaven, ME 51493-3022",
835,78095.35263,6.837193059,7.119862076,3,32346.43499,Rs20518.972046487863,"165 Rebecca Run
South Hannahport, LA 92436-6494",
836,69689.6297,4.065513078,6.311314926,4.46,27438.68941,"$843,633.20 ","5831 Lisa Road Suite 705
East Nathan, VI 05521-1350",
837,54973.19372,5.426987047,?,,40412.72218,Rs12044.026577822764,"5073 Spencer Station Suite 444
Toddfort, MO 95614",
838,62571.35286,5.945193547,7.176352932,4.37,41465.11563,"$1,161,995.73 ","86533 Gould Hills
Garciachester, DE 09135-4735",
839,69370.93005,5.140142495,4.658690271,3.42,33732.46287,Rs9777.330593985418,"1732 Barbara Overpass
Hillmouth, DC 64884",
840,82415.25237,7.050921403,?,,46297.58121,"$1,837,930.80 ","8901 Lisa Isle Apt. 035
North Tammiechester, NC 23048-4036",
841,52864.75931,5.994728233,7.852066885,3.16,39156.98102,Rs12827.049343528597,"15502 Hailey Courts
West Melissaton, GA 00663",
842,65855.86324,6.564119268,7.709617653,6.4,45528.53724,"$1,477,765.15 ","88428 Campos Path Apt. 890
North Joshuashire, AZ 84342-5757",
843,61310.28003,7.951206605,?,,33201.05371,Rs18924.608097367793,"29337 Gabrielle Mission Suite 631
Loganfort, MS 10959",
844,39411.65279,4.385844659,7.047435339,4.44,45851.3983,"$539,483.40 ","1085 Michele Glens Apt. 517
Sergiotown, VT 20367",
845,77265.7483,5.387078609,7.600015977,3.46,21558.37575,Rs14636.025910560526,"270 Sarah Vista
North Jessicatown, MP 84920-3221",
846,74777.76433,6.338634231,?,,30013.29805,"$1,412,274.49 ","300 Larry Drive Apt. 188
Maychester, GU 63293-8809",
847,67474.2798,3.278227596,7.938421221,4.12,34971.53955,Rs13512.579171920801,"6700 Burns Summit Apt. 752
Munozmouth, PR 33205",
848,68848.19668,6.778112479,6.085627686,4.16,25880.41441,"$893,919.04 ","140 Alvarado Center
Hessview, OR 63586",
849,66148.03832,6.326840293,?,,31574.41047,Rs16460.421340044595,"77597 Connie Harbors
Robertville, DC 21128-0453",
850,63595.95836,6.124785472,6.682731041,3.22,19345.40638,"$864,702.93 ","904 Jennifer Pass
East Carolyn, NE 80148-8850",0.166005651
851,60741.56973,6.252128678,6.715733778,4.38,24534.37105,Rs13026.988135951238,"5432 Walker Island
North Richardchester, AS 42587",
852,73540.62894,4.421746778,?,,39756.36603,"$936,148.51 ","12715 Short Squares Suite 017
Leahburgh, PR 77137-6937",
853,74633.9417,5.745854007,5.627387829,3.4,30600.60461,Rs14093.02633120576,"132 Allison Rapids
Yvonnefurt, NC 14633",
854,62016.68605,5.762634689,7.791948979,3.45,35750.28631,"$1,040,607.31 ","PSC 0939, Box 2872
APO AE 84646",
855,84249.8608,5.862843292,?,,44571.37813,Rs21881.353586842102,"3067 Monica Junctions
New Jamie, NY 50202",
856,44247.14904,6.453832512,6.166052316,4.38,22011.94593,"$503,065.51 ","1377 Moran Wells
Richardburgh, IL 33834-1305",
857,59473.98832,6.926414489,7.772294448,6.19,41215.29823,Rs17281.959184795425,"27645 Kline River
Port Samuelside, GU 06730",
858,67839.38147,6.902937655,?,,26377.26824,"$1,164,209.62 ","43918 Carpenter Village
Lindsayborough, WY 68856-0092",
859,62972.00399,7.161397225,4.626558167,2,33869.89954,Rs13330.865197521089,"76984 Adams Stream
Jamesview, AZ 00532-4427",
860,61162.58025,5.896315848,7.880521416,6.04,36033.70143,"$1,060,897.69 ","06275 Ross Mills Suite 054
Lisastad, DC 67330",
861,87472.25699,5.543774149,?,,48306.7974,Rs24648.449657030542,"29279 Jermaine Plain
Morrisland, SC 37248-4063",
862,48692.97596,4.597834172,6.25906992,3.02,36239.39412,"$617,157.91 ","520 Love Hill
Port Scottview, NC 38932-2657",
863,67858.50166,4.948624044,6.228655544,3.34,29708.75808,Rs11435.96167321457,"PSC 8501, Box 9843
APO AP 98266-5428",
864,72332.05826,5.744597578,?,,45804.32891,"$1,253,434.40 ","87019 Russell Port Apt. 950
Rhondastad, KY 27693-9413",
865,80775.9033,6.148563983,7.744385348,5.29,26601.55793,Rs21801.232436825598,"62969 King Junctions Apt. 619
Maryton, NY 45618",
866,75151.10555,7.299214839,6.596280173,3.3,32032.14109,"$1,524,845.42 ","PSC 7794, Box 7590
APO AA 40047",
867,62095.03681,5.954461825,?,,36183.2878,Rs10184.928888862854,"94007 Luis Isle Apt. 081
Port Jesse, IN 51991",
868,75759.48996,5.254822469,7.510711574,4.11,46188.16509,"$1,376,637.51 ","14841 Jeffery Passage
Lake Kyle, WA 90337-7454",
869,64374.30729,8.389992287,7.063085614,6.23,23251.0467,Rs16592.53512936432,"95798 Elizabeth River
Benjaminbury, VT 03318-9619",
870,48147.87075,5.972172601,?,,32050.57593,"$693,931.50 ","PSC 3778, Box 1575
APO AE 50445-2100",
871,64127.44061,5.611310138,6.992732532,2.25,42628.71074,Rs17036.596518817994,"3840 Timothy Walks
West Deborah, VT 14535-2467",
872,83921.90733,5.525295192,6.821687363,4.06,39569.83006,"$1,539,329.32 ","805 Brown Land Suite 726
Jenniferhaven, GA 61596-1119",
873,54617.88615,6.234743605,?,,29613.844,Rs12051.755518209984,"548 Alec Keys
Daniellemouth, PA 02241",
874,45493.20843,7.381580819,7.266475345,3.2,38938.2712,"$896,944.24 ","PSC 9294, Box 6252
APO AP 46111-7806",
875,72780.15123,5.259416171,5.725266904,2.48,44953.52365,Rs15796.784563657007,"60075 Rhodes Summit
North Crystalview, VA 40652",0.855075071
876,96395.3218,5.460823005,?,,35036.19213,"$1,731,437.42 ","389 Michael Knolls Apt. 891
Reyeshaven, WV 22646-0966",
877,47467.42392,5.821678083,7.015252974,3.33,37341.62134,Rs10161.93234831748,"753 Kline Street
New Cindyland, MI 13424-8203",
878,61807.48493,5.60685891,8.203353428,5.46,44586.72495,"$1,270,905.02 ","876 Woods Circles
North Sarah, OK 34668",
879,54794.42399,5.625066678,?,,39385.6836,Rs13333.918711290251,"043 Tyler Oval
Lake William, AS 62856-9836",
880,94923.40619,5.70927131,8.039282316,3.3,43818.81314,"$1,967,637.29 ","8068 Curtis Glen
Anthonyfurt, VA 17191",
881,62058.50246,7.030593803,6.175147479,3.23,28954.49749,Rs14863.723288546013,"034 Parker Unions
Lake Thomas, MP 99522-4945",
882,46952.22944,6.061124984,?,,31628.22805,"$671,661.71 ","727 Gonzales Fork
Jonathanborough, ND 57809-1961",
883,67003.62956,6.505040047,7.406529543,3.02,28464.33389,Rs16199.825142872589,"003 Erica Passage Apt. 274
East Ritaton, KS 97261-8617",
884,87835.27161,4.302756122,7.458554034,3.39,16250.76883,"$1,053,236.60 ","1215 Dawson Locks Suite 788
Port Elizabeth, NH 66530",
885,73433.62623,7.107788624,?,,44544.23046,Rs20200.07178885068,"62721 Stewart Mount
Marieburgh, WY 37987-7127",
886,70124.38688,6.740554121,7.346570952,6.32,51673.96267,"$1,732,196.22 ","3222 Alexis Square
Leetown, MS 07616",
887,84366.24462,4.750904287,7.865276959,5.27,43445.0159,Rs21161.631582775575,"30682 Perry Ranch Suite 253
Tinaport, CT 17781",
888,60343.59941,7.827794857,?,,24199.05275,"$1,184,893.56 ","8042 Jasmine Ramp
Charlesborough, IL 29751",
889,71308.86039,5.806519014,8.598246883,3.25,22710.19219,Rs17524.649322800262,"6049 Ramos Fork
Vaughnmouth, MN 39214-3093",
890,65430.97914,4.324962702,7.200581808,4.41,33320.39672,"$717,825.36 ","7646 Joshua Tunnel
Christinaton, AZ 69071-6657",
891,73591.48889,5.430302262,?,,51662.31774,Rs19223.15681116763,"960 Diamond Mews Apt. 150
East Donnaview, MH 67321-2363",
892,52805.83596,7.460307854,6.799866021,4.48,37161.1126,"$1,119,542.31 ","4122 Bradley Turnpike Apt. 551
New Carlaville, KY 15412-2546",
893,58187.0494,6.084778056,7.256935779,4.08,31551.86373,Rs11346.360164138487,"0227 Walters Haven
West Wesleybury, MS 17227",
